Text,Lexicon,Emotion,Sentiment,Mood
wholesome analysis threat facing spectrum 5gw hybrid warfare streamline response parameter,wholesome(eu),Trust,Positive,Good
prophet ridiculed insulted hurt said imran khan addressing islamophobia,khan(ru),Fear,Negative,Bad
team supportdefend pak army ssg navy air force pti social medium team management,team(ru),Trust,Positive,Good
safeguard protection data hence must take measure secure data turn important cog policymaking,safeguard(eu),Trust,Positive,Good
doubly important improve tier governance strengthen accountability,important(eu),Trust,Positive,Good
also local government provide channel communication implementation reform policy hence need empowered grass root level,local(eu),Neutral,Neutral,Moderate
still tend align muslim umma country created basis islamic ideology arab nation describe arab first muslim later,country(eu),Neutral,Neutral,Moderate
implemented totality secondly urgent need revive national spirit fervor ideology pakistan,totality(eu),Neutral,Neutral,Moderate
firstly given national action plan political consensus broad framework involvement element national power,national(eu),Neutral,Neutral,Moderate
surmount challenge new brand warfare imperative highlight certain response parameter,challenge(eu),Anger,Negative,Bad
jinhon corruption country hal taq pohnchya gareban pakryhamari check kren hmara work dekhy regular kry,corruption(eu),Disgust,Negative,Bad
leader lamp like imran khan sign board pdm,khan(ru),Fear,Negative,Bad
leader,leader(eu),Trust,Positive,Good
nleague fallen much hatred imran khan even care country become threat security countryour intelligence agency investigate behind antinational,khan(ru),Fear,Negative,Bad
dear sir request consider suggestion military engineering disaster research institution bringing safety measure emergency situation natural disaster advance technology,dear(eu),Neutral,Positive,Moderate
prime minister imran khan announces provisional provincial status gilgitbaltistan,khan(ru),Fear,Negative,Bad
pakistani listened imran khan year pakistani made prime minister whether inflation unemployment difficult time nation want see pakistan great country hope pakistani imran khan malik zahid,khan(ru),Fear,Negative,Bad
pakistani listened imran khan year pakistani made prime minister whether inflation unemployment difficult time nation want see pakistan great country hope pakistani imran khan zahid masood,khan(ru),Fear,Negative,Bad
campaign imran khan celebrated india international conspiracy hatched pakistan imran khan,khan(ru),Fear,Negative,Bad
gilgit biltistan epitome jammu kashmir never made province solution united nation accordance solution modi approve niazi naxus,epitome(eu),Neutral,Positive,Moderate
jim mulm taise saad teen kupaik jaise log pak ertughral ghazi imran khan shakal bhej deta phir kahani shuru hoti sub rolaon haqeeqat dya beghairt intellectual log sirf lefafe sahafi,pak(ru),Trust,Positive,Good
tweet,lex not found,Neutral,Neutral,Moderate
play chess let fun begin,fun(ru),Anticipation,Positive,Good
ghar zabardasti shadi den tension,zabardsti(ru),Anger,Negative,Bad
bro shadi teer nae mar lia,shadi(ru),Anticipation,Positive,Good
coaching akar shadi function attend karna uff tried,shadi(ru),Anticipation,Positive,Good
contigo gane lotera sin comprarla,sin(eu),Anger,Negative,Bad
shadi ootd pic done sir,shadi(ru),Anticipation,Positive,Good
khoon bottle leta howa kesi cast yaad ati shadi karta howa cast yaad ajati,shadi(ru),Anticipation,Positive,Good
pakistani larkiyon alag swag beared waly larky pasand molvie hazraat shadi karni,alag(ru),Disgust,Negative,Bad
ghar waly maan jayengy pasand shadi masla mujhy pasand kon karyga,shadi(ru),Anticipation,Positive,Good
mushi shadi karogi,shadi(ru),Anticipation,Positive,Good
kashmala chothi shadi hogai tumari doob maro,shadi(ru),Anticipation,Positive,Good
auntiyan shadi khano jateich mushaita kaiku banjaate,shadi(ru),Anticipation,Positive,Good
shadi karen friend,shadi(ru),Anticipation,Positive,Good
pakistani people celebrating halloween like begani shadi abdullah deewana,shadi(ru),Anticipation,Positive,Good
behn shaditests,lex not found,Neutral,Neutral,Moderate
tvreal life jahaan dekho shadi bachay sa bahu syapa kam dunya logo,dekho(ru),Neutral,Neutral,Moderate
two type girl want pursue higher study achieving dream securing future want pursue higher study ghar rhe toh shadi karwa denge,shadi(ru),Anticipation,Positive,Good
next winter shadi krleni saal winter tarah zaleel sakty,shadi(ru),Anticipation,Positive,Good
handsome larke marr gayey shadi,shadi(ru),Anticipation,Positive,Good
shadi done karwao oye bass jata akele tanha,shadi(ru),Anticipation,Positive,Good
parhai doraan shadi krwana ajeeb,parhaai(ru),Trust,Positive,Good
someone said beti apny maa baap ghr shehzadi trhaan rehti shadi jaye naseeb malika trha rehti felt,maa(ru),Trust,Positive,Good
shadi karein friend,shadi(ru),Anticipation,Positive,Good
behen asal qadar uski shadi baad hoti mujhy bohot bohot yaad,shadi(ru),Anticipation,Positive,Good
pakistani people celebrating halloween like begani shadi abdullah dewaana,shadi(ru),Anticipation,Positive,Good
bari axhi line kahi larki shadi khanay kamiyan mat nikalo baap kae saal jatay isay pura krny,shadi(ru),Anticipation,Positive,Good
aisa dost shadi mujhe call bole bhai lene aja shadi jana,dost(ru),Anticipation,Positive,Good
muj shadi,shadi(ru),Anticipation,Positive,Good
simple shadi krna kafi menga gea guy rehem ire,shadi(ru),Anticipation,Positive,Good
lakrdi lagane phele garmi shadi larki sardi,shadi(ru),Anticipation,Positive,Good
buri hun dua shadi hojaye bolo ameen,shadi(ru),Anticipation,Positive,Good
jub shadi shudaa hoo biwi kaho mangna manglo kahy talaq dysy,shadi(ru),Anticipation,Positive,Good
larkiyon shadi shok hota shadi tyyariyon hota,shadi(ru),Anticipation,Positive,Good
shadi team ramdi aaya use team ramdi niskasit jayega,shadi(ru),Anticipation,Positive,Good
bar shadi hony phir log achar dal lena attention,shadi(ru),Anticipation,Positive,Good
pakistan usky mazafat shadi season start honay waqt chuka,shadi(ru),Anticipation,Positive,Good
yaawr shadi wapis bhook kiun lag jati ajeeb,shadi(ru),Anticipation,Positive,Good
naya trend roke baad propose matlab like option saying specially shadi date already instagram filled people proposing roka matlab hua iska,baad(ru),Anger,Negative,Bad
kbi ghr sirf gari chlane wja shadi laa krr hnn saat hua,shadi(ru),Anticipation,Positive,Good
sleep early tonight midnight agar ladki twitter baar nikah tag karoo teeno baar haa reply karay hamari shadi jayegi,shadi(ru),Anticipation,Positive,Good
shadi karen best friend,shadi(ru),Anticipation,Positive,Good
good rise screenshooting instead rting drawback mute button becomes le useful ive muted glenn greenwald shadi hamid sanity seeing discussion tweet anyways screenshots well,shadi(ru),Anticipation,Positive,Good
nibba nibbi hour relationship shadi karni,shadi(ru),Anticipation,Positive,Good
eating delicious food friend shadi khana rakhunga meyebhi sahi,shadi(ru),Anticipation,Positive,Good
ameer bande shadi jaye aish zindagi,shadi(ru),Anticipation,Positive,Good
asli chutiya toh us din kata tmkoc tapu shadi drama sapna nikala,shadi(ru),Anticipation,Positive,Good
shadi karni hoti follow mat,shadi(ru),Anticipation,Positive,Good
mard badalta shadi pehlay shadi karna chahta shadi baad,shadi(ru),Anticipation,Positive,Good
shadi fayda kidney kharab beevi,shadi(ru),Anticipation,Positive,Good
nibbanibbi pahla shadi photo thodi der,shadi(ru),Anticipation,Positive,Good
akhri bar poch hoo mujh shadi krogii,shadi(ru),Anticipation,Positive,Good
position magnii pyar single shadi,pyar(ru),Joy,Positive,Good
boy sweet kid heart aajao shadi krlete,shadi(ru),Anticipation,Positive,Good
nadie igual poder,lex not found,Neutral,Neutral,Moderate
shadi karlay mujhe us bulale mood horaha shadi jaane,shadi(ru),Anticipation,Positive,Good
intentes humillar otros delante la dems persona eso dice,dice(eu),Neutral,Neutral,Moderate
aunty beta shadi filhal infection hoa thora dur jayen waise shadi gye amaa bulaya apko aunty ohh bhool gye,shadi(ru),Anticipation,Positive,Good
sav twiiter chdkey jaa shadi tay gyi kyajo babu baat krni svko,shadi(ru),Anticipation,Positive,Good
pinned tweet dain shadi crush jay,shadi(ru),Anticipation,Positive,Good
prince pari shadi hojaye,shadi(ru),Anticipation,Positive,Good
fir shuru gya shadi mausam jane kitno mohabbat hatho hogi,shadi(ru),Anticipation,Positive,Good
sidharth shehnaaz humesha khush shehnaaz sidharth shadi ameen,khush(ru),Joy,Positive,Good
thank ankit shud deviate prerationshadi jagah preparation jagah dekhi faamily izzat deti shayad ali paas zindgi bhar tarse tho value dete plz dont tell aliwaise cheat kara,deviate(eu),Neutral,Neutral,Moderate
today asked duration hypertension patient meanwhile attendent come amazing reply sir isny dosri shadi donu biwian larti preshan jta phr iska high jta kbi shadian krna couldnt control laugh,shadi(ru),Anticipation,Positive,Good
bradari bahar shadi sun kitno kat chuka,shadi(ru),Anticipation,Positive,Good
think mare shadi hogi kiss mooh bivi bolou gyabegum loyal,shadi(ru),Anticipation,Positive,Good
girl class bari doctor banungi intermediate shadi hojaye ba,doctor(ru),Trust,Positive,Good
abba chacha chahi ladke pasand ammi dimag kaisa chalta malum magar razi hogaye tho jaldi hojaygi kyu khandan tho kuch dena tho shadi baad dete waise tho chacha bhot acchi tabiyat demand,abba(ru),Trust,Positive,Good
courage leve bcoz know much effected khwahish shadi karlo akele mat raho,khuwahish(ru),Anticipation,Positive,Good
dont wan leave target shadi probably jaldi hojayegi sha parallely peparation chalega dont tell ali waise buus lipservice cahlte rahti uski,shadi(ru),Anticipation,Positive,Good
play chess let fun begin,fun(ru),Anticipation,Positive,Good
pata shadi khandan wala naraz zaror hota phele use manao,shadi(ru),Anticipation,Positive,Good
dear daily reactor tumhari pasand shadi,shadi(ru),Anticipation,Positive,Good
larkiyan kehti inhe shadi karni kasm zayda bache inhi larkiyu hote,shadi(ru),Anticipation,Positive,Good
shadi,shadi(ru),Anticipation,Positive,Good
jajjajajaja bingo,lex not found,Neutral,Neutral,Moderate
finally episode weekend wait horrible filler episode today nothing much happened shadi function started going great time ahead mehendi prep chalu gai dulhan ata pata,shadi(ru),Anticipation,Positive,Good
venga ver cuanto tardas,lex not found,Neutral,Neutral,Moderate
shadi material said girl today,shadi(ru),Anticipation,Positive,Good
girl really need understand school project tumahri shadi card itna saja,shadi(ru),Anticipation,Positive,Good
excused shave november youre trying impress bitch good luck brother,shave(eu),Neutral,Neutral,Moderate
dukh bhari kahani twitter dusre follow twitter dosti huyi twitter pyar hua twitter ladayi huyi twitter shadi hote hote twitter break,bhari(ru),Neutral,Neutral,Moderate
sedece susarak zlyorum,lex not found,Neutral,Neutral,Moderate
shadiyan mujhy bula shadi,shadi(ru),Anticipation,Positive,Good
shadi ghanty break sub apny ghar khana kha ayn,shadi(ru),Anticipation,Positive,Good
shadi live concert bhai instagram kholo naya gaana aajata jitne kapde utne gaane guess kaun,shadi(ru),Anticipation,Positive,Good
didi shadi photo gaye han poora album upload karegi whtsapp satatus wahin dekh lungi,shadi(ru),Anticipation,Positive,Good
shadi rhi parhai,shadi(ru),Anticipation,Positive,Good
shadi baad saari pehnu suit month kuch uske baad marzi aaye pehno,shadi(ru),Anticipation,Positive,Good
shadi baad larkia apnay bando dosto dsoti chornay kam milnay kiu bolti mjay baat samaj ati achay bhalay dost thay shadi hoi gaib gaye majboria khatam hoti,shadi(ru),Anticipation,Positive,Good
agr shadi karni class pen manga,shadi(ru),Anticipation,Positive,Good
bhai shadi tyariyoo masroof,bhai(ru),Trust,Positive,Good
sweet frd hardatt prem kahani ajeeb ending prem kahani ajeeb ending maine propose sm kambakth uski shadi pending,ajeeb(ru),Fear,Negative,Bad
ladka bank kaam krta lac dowry four wheeler mang jabki cousin love marriage okay question ladko halat itni kharab toh shadi krte,bank(ru),Trust,Positive,Good
covid case confirmed hostel college close krwany trf attention marwaien shadi hui,shadi(ru),Anticipation,Positive,Good
matlab successful ladke shadi karogi dono milkar successful ban sakte,shadi(ru),Anticipation,Positive,Good
tmhare baap shadi run derhe,baap(ru),Trust,Positive,Good
ohho sunder ladki shadi gayi lagta,shadi(ru),Anticipation,Positive,Good
phir shuru gya shadi mausam jane kitno mohabaat hatton hogi,shadi(ru),Anticipation,Positive,Good
every university girl heard itna prhao wrna lrki hath nikl jae itna prhny faida shadi handi roti krni hei university jati boyfriend zror university jati hei sahi kharab story every student life,shadi(ru),Anticipation,Positive,Good
memers shadi memers karwao warna humari toh sari zindagi kehty guzar jaye arrey mazak rhi,shadi(ru),Anticipation,Positive,Good
shadi baad saree pehnu suit month toh kuch uske baad marzi aaye,shadi(ru),Anticipation,Positive,Good
succesful heroine businessman shadi golddigger businessman aadhi umar ladki lekar ghume ladki golddiggerwaah society,shadi(ru),Anticipation,Positive,Good
lerkion shadi pehley doodh jalaibi khilaae jaati,shadi(ru),Anticipation,Positive,Good
doremon dekhne umar bhosdiwale shadi sapne dekh rhe yaha jinke shadi sapne yhi hote partner sth doremon dekhe,shadi(ru),Anticipation,Positive,Good
paki mom like tumare age shadi hogayi,shadi(ru),Anticipation,Positive,Good
isko bolo mujhse shadi krly,shadi(ru),Anticipation,Positive,Good
choty hoty kehta lrki shadi krni ghar waly kehty krwa dyn bary jao kehta kehty phly kch kamaa,shadi(ru),Anticipation,Positive,Good
shadi saree pehnu suit month toh kuch uske marzi aaye,shadi(ru),Anticipation,Positive,Good
shadi karlo,shadi(ru),Anticipation,Positive,Good
girl like shadi season bhae hate wearing fancy clothes jaga jagah chubhtay,shadi(ru),Anticipation,Positive,Good
month shadi function attend krny han,shadi(ru),Anticipation,Positive,Good
gwah phansi liya gwah shadi liya,phansi(ru),Neutral,Neutral,Moderate
lmfaoo shadi said look like use run wit hand front dont hit head,shadi(ru),Anticipation,Positive,Good
twitter pey awam single single honai rona aesa masla bhaee ghar waloun bolo karwaden shadi,rona(ru),Sadness,Negative,Bad
kasam ama manen shadi krun,shadi(ru),Anticipation,Positive,Good
yar larkiya kitni ajeeb hoti han payar karti han shadi karti han drama,ajeeb(ru),Fear,Negative,Bad
baba said shadi krni apki behn bola apki marzi papa deep know maine mrzi krni,baba(ru),Trust,Positive,Good
agr shadi krni bolaa,shadi(ru),Anticipation,Positive,Good
marriage aunty shadi hogai han aunty hogai aunty larka karta wahi uncle aapky karty awkward silence,shadi(ru),Anticipation,Positive,Good
classmate shadi rhe idhar apan bandabandi phase achank patipatni agya conversation,shadi(ru),Anticipation,Positive,Good
dread shopping ordering shadi clothes soo much like wear two time waste imo,shadi(ru),Anticipation,Positive,Good
behan shadi pyari ban jayegi soch liya,behan(ru),Disgust,Negative,Bad
every sport teacher school happens maam happens inner haa kami ba baap shadi join,baap(ru),Trust,Positive,Good
jisaa pasand uski shadi hojati,shadi(ru),Anticipation,Positive,Good
talking journalist native town shadi khan hazro khanzada termed sadiqs statement antistate,shadi(ru),Anticipation,Positive,Good
pakistan usky mazafat shadi season start honay waqt chuka,shadi(ru),Anticipation,Positive,Good
agar shadi krni class pen kyun manga,shadi(ru),Anticipation,Positive,Good
marriage aunty shadi hogai han aunty hogai aunty larka karta wahi uncle aapky karty awkward silence,shadi(ru),Anticipation,Positive,Good
pakistan uskey mazafat dusron shadi honey season shuru chuka,shadi(ru),Anticipation,Positive,Good
literally mum every day sukoon saans din ayey mjy tmhari shadi dun,shadi(ru),Anticipation,Positive,Good
shadi dil chah,shadi(ru),Anticipation,Positive,Good
shadi dfa karein mehndi jaye,shadi(ru),Anticipation,Positive,Good
people think ghar izzat meray bhai shadi invited,bhai(ru),Trust,Positive,Good
mery nae jana shadi,shadi(ru),Anticipation,Positive,Good
lrkiyo shadi rhi hmara rishta dekha ghr walo,shadi(ru),Anticipation,Positive,Good
mujhe smjh aata sare cousin last exm din shadi kyo krni hoti mtlb kyo din extend skte,shadi(ru),Anticipation,Positive,Good
people call friend shadi pay nae bulaty,shadi(ru),Anticipation,Positive,Good
inner ghr waly shadi krwa online class future barbad,shadi(ru),Anticipation,Positive,Good
girlfriend shadi kroge tumhari girlfriend boyfriend shadi krega much funhennaa,shadi(ru),Anticipation,Positive,Good
janu exchange hongy shadi season agya,shadi(ru),Anticipation,Positive,Good
pakistan phly pyara bacha set kryn phr shadi bnyega usk done,shadi(ru),Anticipation,Positive,Good
baalvivah thik thaab shadi umar baal rhte,shadi(ru),Anticipation,Positive,Good
pakistan phly pyari bachi set kryn phr shadi bnyega usk done,shadi(ru),Anticipation,Positive,Good
pakistani people celebrating halloween like begani shadi abdullah dewaana,shadi(ru),Anticipation,Positive,Good
larkiyon shadi shok hota shadi tayariyon hota,shadi(ru),Anticipation,Positive,Good
hhumare yahan saal umar log dada ban jate pote potiyon shadi karwa hote bhai sahab lag,dada(ru),Neutral,Neutral,Moderate
sardiyan ghair shadi shuda liyay depression bai banti,shadi(ru),Anticipation,Positive,Good
shadi shut hyunsung date,shadi(ru),Anticipation,Positive,Good
shadi thinking hyunsung date,shadi(ru),Anticipation,Positive,Good
engagementnikkah shadi hori kuch nae hora,shadi(ru),Anticipation,Positive,Good
muje lagta pavitra aijaj shadi leni chahiye bb14 finish tab opinion,shadi(ru),Anticipation,Positive,Good
pakistan uskey mazafat dusron shadi honey season shuru chuka,shadi(ru),Anticipation,Positive,Good
didi shadi photo gaye han poora album upload karegi whtsapp satatus wahin dekh lungi,shadi(ru),Anticipation,Positive,Good
pyar use karongi shadi karega,pyar(ru),Joy,Positive,Good
love jan shadi mujh,jan(ru),Disgust,Negative,Bad
phale didi anjan baat krti fir didi anjan shadi krleti,shadi(ru),Anticipation,Positive,Good
crush love black colour mujhse shadi karlo toh pura future black,shadi(ru),Anticipation,Positive,Good
pakistan uskey mazafat dusron shadi honey season shuru chuka,shadi(ru),Anticipation,Positive,Good
yah kahi likha shadi mard marty dam kama kama puri family khelaye agar itni aqal han ghr bahar kasy jana han halal kamana han kama skti family support skti hokhud bojh khud dekhati society,shadi(ru),Anticipation,Positive,Good
pakistani shadi never complete without rishtaydaaron phadday,shadi(ru),Anticipation,Positive,Good
pakistani larkiyon alag nakhra beard waly larky pasand molvi hazraat shadi karna chati,alag(ru),Disgust,Negative,Bad
shadi usi tumhe samjhe jaise medical store doctor handwriting samajh lete,shadi(ru),Anticipation,Positive,Good
buht bore gya zindagi dua choti moti shadi jaye,shadi(ru),Anticipation,Positive,Good
gharwalon gussa dekh esa lagta shadi bidai waqt sayad royenge log,shadi(ru),Anticipation,Positive,Good
crush shadi wali mujhe bhul jao abdul naam shahrukh crush bhul jao abdul bata dene matlb pehle chutiya kaat,shadi(ru),Anticipation,Positive,Good
sahib kashmala tariq shadi shadeed ghusa izhaar rahay thay jasay pahlay shadi commitment,sahib(ru),Trust,Positive,Good
play chess let fun begin,fun(ru),Anticipation,Positive,Good
shadi nakabalik lane hwang yay,shadi(ru),Anticipation,Positive,Good
teacher saying today marriage change man woman fellow mine replied laikin sir mard badlata shadi pehlay shadi karna chahta shadi baad shadi karna chahta,man(ru),Neutral,Neutral,Moderate
mira rajput jabse shahid kapoor shadi tabse regularly pregnant rahti,shadi(ru),Anticipation,Positive,Good
said agar ladkiya pese marti kamao kon behan berojgaar ghar bej doge replied agar ladka gharelu sanskari ladki marta vesi bano kon bhai kamchor feminist shadi dogi,behan(ru),Disgust,Negative,Bad
neha kakkar shadi gaana promote publicity stunt,shadi(ru),Anticipation,Positive,Good
richard harris beganaykishadimeiassholedeewana huraha,lex not found,Neutral,Neutral,Moderate
lagta corona saal saare festival dekh jayega dar lag kahi zid pakad salman khan rahul gadhi shadi dekh jauga,dar(ru),Fear,Negative,Bad
mom jtna mrzi shadi krny kho mgr shadi bat krti tmhary face alg ksm khushi hoti,shadi(ru),Anticipation,Positive,Good
shadi invitation suit dety silai tuady pyo deni,shadi(ru),Anticipation,Positive,Good
productive previous month like attended ward managed attend shadiyan interacted family away social mediamanaged behan shadi gave ward test day sister mehndi feel good thinking accomplishment,behan(ru),Disgust,Negative,Bad
single people giving suggestion shadi pehle bahut maaje,shadi(ru),Anticipation,Positive,Good
shadi walay ghar kitny maslay hoty hyn,shadi(ru),Anticipation,Positive,Good
sarak toti hoi sim mili lagta shadi hogai,shadi(ru),Anticipation,Positive,Good
sibling advising shadi baad tmhary ghr kren hmary khany hmari fvrt dish bnaya krna meethy flaan chiz bnaya krna trah hmari mehman nawazi krna,shadi(ru),Anticipation,Positive,Good
gujjar shadi aaye hue fufa humesha naraz hote rehte,shadi(ru),Anticipation,Positive,Good
bina makeup shadi attend,shadi(ru),Anticipation,Positive,Good
phir shuru gya shadi mausam jane kitno mohabaat bistar hogi,shadi(ru),Anticipation,Positive,Good
vivah thik saala baal rahte jiski shadi karwani,shadi(ru),Anticipation,Positive,Good
babu shona thoda dhyan dena thumari pasand ghar khana banta thume lagta thumari pasand shadi hogi,khana(ru),Neutral,Neutral,Moderate
sana wkw ghar sabse jyada pyar maine danda sir peaur asimanshi pahira rashmi arhaan love bolte shadi propose fir unka kyabadnam mujhe sahi bandi maza shame,pyar(ru),Joy,Positive,Good
may look normal deep mujhy shadi khud firing krni,shadi(ru),Anticipation,Positive,Good
guzarta din shadi kareeb,shadi(ru),Anticipation,Positive,Good
mujhse shadi krogee,shadi(ru),Anticipation,Positive,Good
corona second wave haj dil shadi laita larki kaha,shadi(ru),Anticipation,Positive,Good
beata 10th beata 12th beata college beata university beata nokri beata shadi bachon maut aunty mautt try krke deakh,shadi(ru),Anticipation,Positive,Good
phir shuru hogya shadi mausam jaane kitno mohabbat hatho hogi,shadi(ru),Anticipation,Positive,Good
girl yaha single ager toh papa bolo shadi kardo,shadi(ru),Anticipation,Positive,Good
frnd circle kishi shadi rhi kishi engagement rhi kuch bachche lage meme bana rhe,shadi(ru),Anticipation,Positive,Good
fir shuru shadi kaa mausam jaane kitno mohabbat bishtar hogi,shadi(ru),Anticipation,Positive,Good
visited insta page going comment sumans wedding look postaur log puch shadi sophie vik shravan suman like suman sach shadi hilarious,shadi(ru),Anticipation,Positive,Good
pakistani tumhari aankhon til khush qismat tumhary honton til tumhari pasand shadi,khush(ru),Joy,Positive,Good
year shadi toh hui hui year muje 1520 bacche chahiye year love friend,shadi(ru),Anticipation,Positive,Good
phir shuru hogya shadi mausam jane kitno mohabbat kissi haatho hogi,shadi(ru),Anticipation,Positive,Good
itni shadeed single hun lagta shadi baad single rahun,shadi(ru),Anticipation,Positive,Good
mujhe bhool jao jignesh shadi wali kalpesh kon jignesh kalpesh haa bhool jaiyo jignesh bta diyo,shadi(ru),Anticipation,Positive,Good
zaat bhr shadi krty bateen sakte kanjroo,zaat(ru),Neutral,Neutral,Moderate
log saadgi shadi krna chahen rishtedaar saadgi rehne dete batain bna bna saare bay tukkay function krwa dete hyn,shadi(ru),Anticipation,Positive,Good
shadi jana uski tyari krni soungi bhaee,shadi(ru),Anticipation,Positive,Good
hate monday,hate(eu),Anger,Negative,Bad
sare frnd bat karwana zaruri shadi sabko dulha banwa dena,shadi(ru),Anticipation,Positive,Good
abbey shadi ajeeb,shadi(ru),Anticipation,Positive,Good
mashallah jaldi shadi karraha,mashaallah(ru),Anticipation,Positive,Good
pakistan shadi halloween party hoti,shadi(ru),Anticipation,Positive,Good
arrange marriage shadi agly din dhulan din youn mil jaingay phool phool rahoon khil jayenge maine socha bhai maro mjy maro,shadi(ru),Anticipation,Positive,Good
shadi usi ghr krugi non veg garlic khate,shadi(ru),Anticipation,Positive,Good
know brand mehnga mgr mujhy buhat psnd sister tumhain prince charles psnd usse shadi kra den tumhari,psnd(ru),Anticipation,Positive,Good
told mom thought saree fancy event went like isiliye kehti hoon khud shadi pehan lain ammi shayed pichle janam geo kaam karti thien baat ghuma phira agenda jati,shadi(ru),Anticipation,Positive,Good
fir shuru gya shadi mausam jaane kitno mohabbat hatho hogi,shadi(ru),Anticipation,Positive,Good
dost dosti esi shadi shuhagrat,dost(ru),Anticipation,Positive,Good
shadi season gya setting chance double,shadi(ru),Anticipation,Positive,Good
gharwalo jyada jeje shadi jaldi,shadi(ru),Anticipation,Positive,Good
dad tumhare kuch rishte aye government officer thik dad wala ameer baap lota beta thik dad iska business thik dad beta thik shadi krni dropadi bnna,baap(ru),Trust,Positive,Good
shadi neha kakkar hui celebrate saal nibbiyan rhi,shadi(ru),Anticipation,Positive,Good
fir shuru shadi kaa mausam jaane kitno mohabbat bishtar hogi,shadi(ru),Anticipation,Positive,Good
fir shuru gya shadi mausam jane kitno mohobbat hatho hogi,shadi(ru),Anticipation,Positive,Good
shadi hamid incinerate mention good follower count guess hello try drive away quickly,shadi(ru),Anticipation,Positive,Good
relative hamesha shadi date exam doran rakhty hein,hamesha(ru),Trust,Positive,Good
pakistan usky mazafat shadi season start honay waqt chuka,shadi(ru),Anticipation,Positive,Good
shadi laik melodi jed nanana,shadi(ru),Anticipation,Positive,Good
always worry marriage beta shadi umar gayi tumhari,shadi(ru),Anticipation,Positive,Good
wish crush srkian yup love srk wana knw srkian also srkian den vill dis like dua bhaiyo shadi sabko bulaunga ajaayio,shadi(ru),Anticipation,Positive,Good
shadi hug soyengy toh roz hug sota hun,shadi(ru),Anticipation,Positive,Good
social site ladki shadi manana matlab suar aage bajane jaisa hota dost,shadi(ru),Anticipation,Positive,Good
crush baate krte yha shadi crush badal jaata,shadi(ru),Anticipation,Positive,Good
agar shadi jana late night chat karwa neend kharab kyu karwayi,shadi(ru),Anticipation,Positive,Good
saray account kise kise shadi god giving sign kai time get married,accounts(ru),Trust,Positive,Good
jaanu exchange shadi season,shadi(ru),Anticipation,Positive,Good
aao shadi karen friend wali,shadi(ru),Anticipation,Positive,Good
shadiyo season song zyada sunne milti mubarak tumko shadi tumhari sada khush raho dua hamari,mubarak(ru),Anticipation,Positive,Good
fir shuru gya shadi mosaam jane kitno mohabbat abb hathh hogi,shadi(ru),Anticipation,Positive,Good
shadi card chuke iijat baat lagta baar shadi rahegi,shadi(ru),Anticipation,Positive,Good
want best friend bole agar life mile ham dono shadi lenge atleast hope rahegi,shadi(ru),Anticipation,Positive,Good
apny shohar shadi krwaon phr ghr ronaq lgi rahy,shadi(ru),Anticipation,Positive,Good
ghar tumhari mrzi khana banta tumhe lagta tumhari marzi pasand shadi hogi,khana(ru),Neutral,Neutral,Moderate
want best friend bole agr life mile dono shadi lenge atleast hope rhegi,shadi(ru),Anticipation,Positive,Good
gizelle hate monique core truly disheartening,hate(eu),Anger,Negative,Bad
wendy doesnt interest least bit there much life degree,interest(eu),Neutral,Positive,Moderate
kitna yuva pasand shadi job kaha vacancy nikaal,shadi(ru),Anticipation,Positive,Good
cry,cry(eu),Sadness,Negative,Bad
dont wan hear candiace sing,wan(eu),Fear,Negative,Bad
jinko season jana naseeb,nasheeb(ru),Fear,Negative,Bad
play chess let fun begin,fun(ru),Anticipation,Positive,Good
parent tumse shadi kerega inner instagram line lagi line,shadi(ru),Anticipation,Positive,Good
parha shadi karwado,shadi(ru),Anticipation,Positive,Good
bass chale shadi trouser shirt pehan beith jaon,shadi(ru),Anticipation,Positive,Good
moved shadi struggled lot mental health made strong effort make friend meet new people honestly happy place feel like home,shadi(ru),Anticipation,Positive,Good
steady looking shadi picture smile mom gut yeah think si want piece,shadi(ru),Anticipation,Positive,Good
shadi usi ladki karna chahiye ladai baad bolesaari galti laga thappad,shadi(ru),Anticipation,Positive,Good
0404 sidharth shehnaaz humesha khush dono dusre shadi ameen,khush(ru),Joy,Positive,Good
glad everyone noticed shadi hamids take terrible experience mute move life fewer shittakes otherwise little different,shadi(ru),Anticipation,Positive,Good
beghani shadi abdullah dewana abdullah,shadi(ru),Anticipation,Positive,Good
shadi karen friend,shadi(ru),Anticipation,Positive,Good
lagta hei sirf shadi horhi,shadi(ru),Anticipation,Positive,Good
din shadi phansa reh gya subah sawat jaraha,shadi(ru),Anticipation,Positive,Good
sare fandom shadi krre,shadi(ru),Anticipation,Positive,Good
shadibukhrsendups mout,mout(ru),Anger,Negative,Bad
meet school friend soo long always good day best friend wedding day begin become super exciting day dost shadi suroo,dost(ru),Anticipation,Positive,Good
yar shadi leni chahiye cousin humbistari soch sharam aati,shadi(ru),Anticipation,Positive,Good
cute larkon naam unke sir likhe honay chahiyein shadi nazr anay walay cutuboi kese kahan dhoondun dubara,shadi(ru),Anticipation,Positive,Good
shadi pehlay insaan horny hona chahiyay,shadi(ru),Anticipation,Positive,Good
kuch log itne shadeed single hote shadi baad single rhete,shadi(ru),Anticipation,Positive,Good
using mobile smiling mom say pasand shadi help jayegi vese ghar bhot kaam,shadi(ru),Anticipation,Positive,Good
